food_name,Calories,protein_g,fat_g,carbs_g
"Fruit cocktail, canned, NFS",58.76,0.41,0.08,14.1
"Fruit cocktail, canned, in syrup",65.39,0.39,0.07,15.8
"Fruit cocktail, canned, juice pack",52.17,0.43,0.09,12.41
"Fruit mixture, frozen",49.089999999999996,0.7,0.21,11.1
Apple salad with dressing,179.8,1.48,13.92,12.15
"Apple, candied",143.15,1.34,2.15,29.61
"Fruit, chocolate covered",146.2,1.44,6.76,19.9
"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",243.86,1.9,20.3,13.39
"Fruit salad, excluding citrus fruits, with whipped cream",160.98000000000002,2.22,10.26,14.94
"Fruit salad, excluding citrus fruits, with nondairy whipped topping",150.63,2.07,8.23,17.07
"Fruit salad, excluding citrus fruits, with marshmallows",249.16000000000003,1.9,19.12,17.37
"Fruit salad, including citrus fruits, with pudding",132.19,2.05,5.99,17.52
"Fruit salad, excluding citrus fruits, with pudding",134.63,1.98,6.11,17.93
"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",239.22,1.97,19.9,13.06
"Fruit salad, including citrus fruit, with whipped cream",157.67999999999998,2.29,10.04,14.54
"Fruit salad, including citrus fruits, with nondairy whipped topping",147.32,2.14,8.04,16.6
"Fruit salad, including citrus fruits, with marshmallows",244.60000000000002,1.96,18.76,16.98
Lime souffle,325.90999999999997,8.82,14.59,39.83
"Guacamole, NFS",169.22,1.95,14.18,8.45
Guacamole with tomatoes,157.65,1.87,13.09,8.09
Chutney,244.26,0.33,0.06,60.6
Pineapple salad with dressing,101.31,0.58,5.71,11.9
"Soup, fruit",31.369999999999997,0.55,0.13,7.0
Frozen fruit juice bar,105.38,0.81,0.06,25.4
"Frozen fruit juice bar, no sugar added",29.97,0.12,0.01,7.35
Sorbet,112.09,0.79,0.05,27.12
"Fruit juice, NFS",51.56,0.16,0.12,12.46
"Fruit juice blend, 100% juice",51.56,0.16,0.12,12.46
"Cranberry juice blend, 100% juice",51.56,0.16,0.12,12.46
"Cranberry juice blend, 100% juice, with calcium added",45.8,0.27,0.12,10.91
Apple cider,46.77,0.1,0.13,11.3
"Apple juice, 100%",46.77,0.1,0.13,11.3
"Apple juice, 100%, with calcium added",47.97,0.12,0.17,11.49
"Blackberry juice, 100%",37.8,0.3,0.6,7.8
Blueberry juice,41.49,0.48,0.21,9.42
"Cranberry juice, 100%, not a blend",51.53,0.39,0.13,12.2
"Grape juice, 100%",61.73,0.37,0.13,14.77
"Grape juice, 100%, with calcium added",61.73,0.37,0.13,14.77
"Papaya juice, 100%",60.07,0.17,0.15,14.51
"Passion fruit juice, 100%",56.410000000000004,0.39,0.05,13.6
"Pineapple juice, 100%",53.99999999999999,0.36,0.12,12.87
"Pomegranate juice, 100%",55.730000000000004,0.15,0.29,13.13
"Prune juice, 100%",72.50999999999999,0.61,0.03,17.45
"Strawberry juice, 100%",37.8,0.3,0.6,7.8
"Watermelon juice, 100%",33.99,0.61,0.15,7.55
"Fruit smoothie, with whole fruit, no dairy",57.43,0.64,0.27,13.11
"Fruit smoothie, with whole fruit, no dairy, added protein",78.85,6.26,0.37,12.62
"Fruit smoothie, with whole fruit, non-dairy",61.35,1.47,0.95,11.73
"Fruit smoothie juice drink, no dairy",53.470000000000006,0.63,0.15,12.4
"Fruit smoothie, light",54.94,2.65,0.62,9.69
"Fruit smoothie, bottled",50.99,0.48,0.27,11.66
"Fruit nectar, NFS",53.459999999999994,0.11,0.06,13.12
Apricot nectar,59.25,0.17,0.45,13.63
Banana nectar,74.66999999999999,0.38,0.15,17.95
Cantaloupe nectar,64.87,0.33,0.11,15.64
Guava nectar,55.03000000000001,0.3,0.07,13.3
Mango nectar,53.459999999999994,0.11,0.06,13.12
Peach nectar,51.97,0.1,0.57,11.61
Papaya nectar,60.07,0.17,0.15,14.51
Passion fruit nectar,70.74000000000001,0.16,0.06,17.39
Pear nectar,63.57,0.11,0.01,15.76
"Soursop, nectar",61.69,0.11,0.17,14.93
Vinegar,3.72,0.0,0.0,0.93
"Fruit, baby food, NFS",45.8,0.2,0.2,10.8
"Fruit bar, with added vitamin C, baby food, toddler",329.88,0.82,2.24,76.61
"Tropical fruit medley, baby food, strained",51.38,0.31,0.14,12.22
"Apples, baby food, toddler",50.24,0.19,0.36,11.56
"Apple-raspberry, baby food, NS as to strained or junior",66.52,0.2,0.2,15.98
"Apple-raspberry, baby food, strained",65.0,0.2,0.2,15.6
"Apple-raspberry, baby food, junior",66.6,0.2,0.2,16.0
"Applesauce, baby food, NS as to strained or junior",43.5,0.1,0.1,10.55
"Applesauce, baby food, strained",45.8,0.2,0.2,10.8
"Applesauce, baby food, junior",41.2,0.0,0.0,10.3
"Applesauce and apricots, baby food, NS as to strained or junior",50.67999999999999,0.2,0.2,12.02
"Applesauce and apricots, baby food, strained",49.16,0.2,0.2,11.64
"Applesauce and apricots, baby food, junior",52.199999999999996,0.2,0.2,12.4
"Applesauce with bananas, baby food, NS as to strained or junior",67.02000000000001,0.37,0.1,16.16
"Applesauce with bananas, baby food, strained",67.02000000000001,0.37,0.1,16.16
"Applesauce with bananas, baby food, junior",67.02000000000001,0.37,0.1,16.16
"Applesauce with cherries, baby food, strained",56.4,0.0,0.0,14.1
"Applesauce with cherries, baby food, junior",56.4,0.0,0.0,14.1
"Applesauce with cherries, baby food, NS as to strained or junior",56.4,0.0,0.0,14.1
"Bananas, baby food, strained",91.16,1.0,0.2,21.34
"Bananas with apples and pears, baby food, strained",82.82,0.9,0.22,19.31
"Bananas with orange, baby food, strained",85.88,1.06,0.0,20.41
"Banana with mixed berries, baby food, strained",92.52,1.01,0.36,21.31
"Peaches, baby food, NS as to strained or junior",64.65,0.94,0.33,14.48
"Peaches, baby food, strained",64.65,0.94,0.33,14.48
"Peaches, baby food, junior",64.65,0.94,0.33,14.48
"Peaches, baby food, toddler",51.0,0.5,0.2,11.8
"Pears, baby food, NS as to strained or junior",47.35,0.3,0.15,11.2
"Pears, baby food, strained",46.2,0.3,0.2,10.8
"Pears, baby food, junior",48.5,0.3,0.1,11.6
"Pears, baby food, toddler",56.5,0.3,0.1,13.6
"Prunes, baby food, strained",99.88,1.0,0.2,23.52
"Apples and pears, baby food, NS as to strained or junior",45.4,0.2,0.12,10.88
"Apples and pears, baby food, strained",46.0,0.25,0.2,10.8
"Apples and pears, baby food, junior",44.85,0.15,0.05,10.95
"Pears and pineapple, baby food, NS as to strained or junior",47.150000000000006,0.3,0.15,11.15
"Pears and pineapple, baby food, strained",45.7,0.3,0.1,10.9
"Pears and pineapple, baby food, junior",48.6,0.3,0.2,11.4
"Apple juice, baby food",47.699999999999996,0.0,0.1,11.7
"Apple juice, with added calcium, baby food",45.54,0.06,0.1,11.1
"Apple-fruit juice blend, baby food",74.10000000000001,0.2,0.1,18.1
"Apple-banana juice, baby food",50.9,0.2,0.1,12.3
"Apple-cherry juice, baby food",46.49999999999999,0.2,0.1,11.2
"Apple-grape juice, baby food",47.559999999999995,0.1,0.2,11.34
"Apple-peach juice, baby food",43.699999999999996,0.2,0.1,10.5
"Apple-prune juice, baby food",74.10000000000001,0.2,0.1,18.1
"Grape juice, baby food",61.52,0.0,0.0,15.38
"Mixed fruit juice, not citrus, baby food",48.099999999999994,0.1,0.1,11.7
"Mixed fruit juice, not citrus, with added calcium, baby food",52.49999999999999,0.2,0.1,12.7
"Orange juice, baby food",45.9,0.6,0.3,10.2
"Orange-apple-banana juice, baby food",48.5,0.4,0.1,11.5
"Pear juice, baby food",47.44,0.0,0.0,11.86
"Apple-sweet potato juice, baby food",47.7,0.3,0.1,11.4
"Orange-carrot juice, baby food",42.5,0.5,0.1,9.9
"Banana juice with lowfat yogurt, baby food",87.36,2.5,0.8,17.54
"Mixed fruit juice with lowfat yogurt, baby food",75.52,2.4,0.8,14.68
"Fruit juice and water drink, with high vitamin C and added calcium, baby food",29.4,0.0,0.0,7.35
"Plums, baby food, NS as to strained or junior",80.80000000000001,0.1,0.0,20.1
"Plums, baby food, strained",79.2,0.1,0.0,19.7
"Plums, baby food, junior",82.4,0.1,0.0,20.5
"Plums, bananas, and rice, baby food strained",57.9,1.1,0.3,12.7
"Prunes with oatmeal, baby food, strained",77.30000000000001,0.6,0.1,18.5
"Apricots, baby food, NS as to strained or junior",68.4,0.3,0.0,16.8
"Apricots, baby food, strained",66.4,0.3,0.0,16.3
"Apricots, baby food, junior",70.4,0.3,0.0,17.3
"Bananas, baby food, NS as to strained or junior",69.14999999999999,0.4,0.15,16.55
"Bananas, baby food, junior",74.6,0.4,0.2,17.8
"Bananas and pineapple, baby food, NS as to strained or junior",73.65,0.2,0.05,18.1
"Bananas and pineapple, baby food, strained",72.0,0.2,0.0,17.8
"Bananas and pineapple, baby food, junior",75.3,0.2,0.1,18.4
"Bananas and strawberry, baby food, junior",109.29,0.71,0.37,25.78
"Fruit dessert, baby food, NS as to strained or junior",67.60000000000001,0.3,0.0,16.6
"Fruit dessert, baby food, strained",65.2,0.3,0.0,16.0
"Fruit dessert, baby food, junior",70.0,0.3,0.0,17.2
"Fruit Supreme dessert, baby food",72.52,0.5,0.2,17.18
"Apple yogurt dessert, baby food, strained",95.60000000000001,0.8,1.6,19.5
"Banana apple dessert, baby food, strained",68.2,0.3,0.2,16.3
"Blueberry yogurt dessert, baby food, strained",76.5,0.5,0.7,17.05
"Mixed fruit yogurt dessert, baby food, strained",75.32000000000001,0.8,0.8,16.23
"Cherry cobbler, baby food, junior",78.9,0.3,0.1,19.2
"Peach cobbler, baby food, NS as to strained or junior",73.4,0.3,0.0,18.05
"Peach cobbler, baby food, strained",72.4,0.3,0.0,17.8
"Peach cobbler, baby food, junior",74.4,0.3,0.0,18.3
"Banana pudding, baby food, strained",67.76,1.0,0.8,14.14
"Banana yogurt dessert, baby food, strained",78.48000000000002,1.1,0.52,17.35
"Cherry vanilla pudding, baby food, strained",75.45,0.2,0.25,18.1
"Dutch apple dessert, baby food, NS as to strained or junior",81.16,0.2,0.28,19.46
"Dutch apple dessert, baby food, strained",83.35999999999999,0.2,0.4,19.74
"Dutch apple dessert, baby food, junior",78.96,0.2,0.16,19.18
"Peach yogurt dessert, baby food, strained",75.62,0.9,0.18,17.6
"Pineapple dessert, baby food, strained",89.10000000000001,1.3,0.3,20.3
"Mango dessert, baby food",79.0,0.3,0.2,19.0
"Tutti-fruitti pudding, baby food, NS as to strained or junior",67.71000000000001,0.4,0.35,15.74
"Tutti-fruitti pudding, baby food, strained",66.22,0.4,0.3,15.48
"Tutti-fruitti pudding, baby food, junior",69.19999999999999,0.4,0.4,16.0
"Fruit flavored snack, baby food",346.90000000000003,0.0,0.02,86.68
"Yogurt and fruit snack, baby food",380.43999999999994,14.29,4.0,71.82
"Apples and chicken, baby food, strained",64.58,2.16,1.38,10.88
"Apples with ham, baby food, strained",62.1,2.6,0.9,10.9
"Apples and sweet potatoes, baby food, strained",64.38000000000001,0.3,0.22,15.3
"Potato, NFS",127.44,1.87,4.24,20.45
"Potato, baked, NFS",94.5,1.95,0.1,21.45
"Potato, baked, peel not eaten",94.5,1.95,0.1,21.45
"Potato, boiled, NFS",127.44,1.87,4.24,20.45
"Potato, boiled, ready-to-heat",127.44,1.87,4.24,20.45
"Potato, boiled, from fresh, peel not eaten, NS as to fat",127.44,1.87,4.24,20.45
"Potato, boiled, from fresh, peel not eaten, no added fat",94.54,1.95,0.1,21.46
"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",127.44,1.87,4.24,20.45
"Potato, boiled, from fresh, peel not eaten, made with oil",132.8,1.86,4.84,20.45
"Potato, boiled, from fresh, peel not eaten, made with butter",124.85999999999999,1.9,3.94,20.45
"Potato, boiled, from fresh, peel not eaten, made with margarine",118.02000000000001,1.87,3.18,20.48
"Potato, boiled, from fresh, peel eaten, NS as to fat",128.31,2.39,4.27,20.08
"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",128.31,2.39,4.27,20.08
"Potato, boiled, from fresh,  peel eaten, no addded fat",95.41000000000001,2.49,0.13,21.07
"Potato, boiled, from fresh, peel eaten, made with oil",133.59,2.37,4.87,20.07
"Potato, boiled, from fresh, peel eaten, made with butter",125.65,2.41,3.97,20.07
"Potato, boiled, from fresh, peel eaten, made with margarine",118.81,2.38,3.21,20.1
"Potato, canned, NS as to fat",95.97,1.34,4.33,12.91
"Potato, canned, fat added, NS as to fat type",95.97,1.34,4.33,12.91
"Potato, canned, no added fat",61.56,1.39,0.2,13.55
"Potato, roasted, NFS",127.44,1.87,4.24,20.45
"Potato, roasted, from fresh, peel eaten, NS as to fat",128.31,2.39,4.27,20.08
"Potato, roasted, from fresh, peel eaten, no added fat",95.41000000000001,2.49,0.13,21.07
"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",128.31,2.39,4.27,20.08
"Potato, roasted, from fresh, peel eaten, made with oil",133.59,2.37,4.87,20.07
"Potato, roasted, from fresh, peel eaten, made with butter",125.65,2.41,3.97,20.07
"Potato, roasted, from fresh, peel eaten, made with margarine",118.81,2.38,3.21,20.1
"Potato, roasted, from fresh, peel not eaten, NS as to fat",127.44,1.87,4.24,20.45
"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",127.44,1.87,4.24,20.45
"Potato, roasted, from fresh, peel not eaten, no added fat",94.54,1.95,0.1,21.46
"Potato, roasted, from fresh, peel not eaten, made with oil",132.8,1.86,4.84,20.45
"Potato, roasted, from fresh, peel not eaten, made with butter",124.85999999999999,1.9,3.94,20.45
"Potato, roasted, from fresh, peel not eaten, made with margarine",118.02000000000001,1.87,3.18,20.48
"Potato, roasted, ready-to-heat",127.44,1.87,4.24,20.45
"Stewed potatoes, Puerto Rican style",116.92000000000002,2.1,3.72,18.76
"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",87.26,1.7,0.1,19.89
"Potato from Puerto Rican style stuffed pot roast, with gravy",76.01,2.46,0.93,14.45
"Potato from Puerto Rican beef stew, with gravy",76.01,2.46,0.93,14.45
"Potato from Puerto Rican chicken fricassee, with sauce",73.02,1.34,1.02,14.62
"Potato chips, NFS",546.7,6.39,33.98,53.83
"Potato chips, plain",546.7,6.39,33.98,53.83
"Potato chips, barbecue flavored",529.26,6.51,31.06,55.92
"Potato chips, sour cream and onion flavored",529.26,6.51,31.06,55.92
"Potato chips, cheese flavored",529.26,6.51,31.06,55.92
"Potato chips, other flavored",529.26,6.51,31.06,55.92
"Potato chips, ruffled, plain",546.7,6.39,33.98,53.83
"Potato chips, ruffled, barbecue flavored",529.26,6.51,31.06,55.92
"Potato chips, ruffled, sour cream and onion flavored",529.26,6.51,31.06,55.92
"Potato chips, ruffled, cheese flavored",529.26,6.51,31.06,55.92
"Potato chips, ruffled, other flavored",529.26,6.51,31.06,55.92
"Potato chips, restructured, plain",555.8100000000001,4.61,35.17,55.21
"Potato chips, restructured, flavored",554.19,4.59,35.07,55.05
"Potato chips, baked, plain",469.4,5.0,18.2,71.4
"Potato chips, baked, flavored",467.03000000000003,4.97,18.11,71.04
"Potato chips, reduced fat",481.95,7.03,20.59,67.13
"Potato chips, fat free",481.95,7.03,20.59,67.13
"Potato chips, restructured, reduced fat, lightly salted",512.54,4.56,26.14,64.76
"Potato chips, restructured, fat free",512.54,4.56,26.14,64.76
"Potato chips, unsalted",536.3399999999999,6.25,30.3,59.66
"Potato chips, reduced fat, unsalted",486.79999999999995,7.1,20.8,67.8
"Potato chips, lightly salted",558.44,6.71,35.32,53.43
"Potato chips, restructured, lightly salted",558.44,6.71,35.32,53.43
"Potato chips, popped, plain",469.4,5.0,18.2,71.4
"Potato chips, popped, flavored",467.03000000000003,4.97,18.11,71.04
"Potato chips, popped, NFS",469.4,5.0,18.2,71.4
"Potato sticks, plain",549.5999999999999,6.7,34.4,53.3
"Potato sticks, flavored",544.1400000000001,6.63,34.06,52.77
"Potato sticks, fry shaped",544.1400000000001,6.63,34.06,52.77
Vegetable chips,494.72,4.72,26.56,59.2
"Potato, scalloped, NFS",168.61,7.12,9.57,13.5
"Potato, scalloped, from fast food or restaurant",207.08999999999997,6.65,14.29,12.97
"Potato, scalloped, from fresh",168.61,7.12,9.57,13.5
"Potato, scalloped, from fresh, with meat",173.84999999999997,7.44,10.29,12.87
"Potato, scalloped, from dry mix",169.2,6.9,9.72,13.53
"Potato, scalloped, from dry mix, with meat",167.32999999999998,7.29,9.53,13.1
"Potato, scalloped, ready-to-heat",178.46,6.79,10.9,13.3
"Potato, scalloped, ready-to-heat, with meat",182.74,7.09,11.5,12.72
"Potato, french fries, NFS",229.55,2.5,14.07,23.23
"Potato, french fries, NS as to fresh or frozen",229.55,2.5,14.07,23.23
"Potato, french fries, from fresh, fried",199.62,1.93,13.1,18.5
"Potato, french fries, from fresh, baked",167.88,2.02,9.16,19.34
"Potato, french fries, from frozen, baked",162.52,2.75,5.48,25.55
"Potato, french fries, fast food",312.04999999999995,3.43,14.73,41.44
"Potato, french fries, restaurant",289.12,3.49,14.04,37.2
"Potato, french fries, from frozen, fried",229.55,2.5,14.07,23.23
"Potato, french fries, school",167.88,2.02,9.16,19.34
"Potato, french fries, with cheese, fast food / restaurant",259.37,3.36,14.13,29.69
"Potato, french fries, with cheese, school",181.49,4.55,10.29,17.67
"Potato, french fries, with chili, fast food / restaurant",240.61,4.25,10.81,31.58
"Potato, french fries, with chili and cheese, fast food / restaurant",220.01999999999998,3.99,11.38,25.41
"Potato, french fries, with cheese",259.37,3.36,14.13,29.69
"Potato, french fries, with chili and cheese",220.01999999999998,3.99,11.38,25.41
"Potato, french fries, with chili",240.61,4.25,10.81,31.58
"Potato, home fries, NFS",198.55,1.92,13.03,18.4
"Potato, home fries, from restaurant / fast food",215.92,1.87,15.2,17.91
"Potato, home fries, from fresh",186.56,1.96,11.52,18.76
"Potato, home fries, ready-to-heat",198.55,1.92,13.03,18.4
"Potato, home fries, with vegetables",175.25,1.73,11.77,15.6
"Potato, hash brown, NFS",226.72000000000003,2.62,11.48,28.23
"Potato, hash brown, from fast food",279.2,2.58,17.04,28.88
"Potato, hash brown, from fast food, with cheese",300.83000000000004,6.03,19.87,24.47
"Potato, hash brown, from restaurant",279.2,2.58,17.04,28.88
"Potato, hash brown, from restaurant, with cheese",300.83000000000004,6.03,19.87,24.47
"Potato, hash brown, from school lunch",228.01999999999998,2.64,11.54,28.4
"Potato, hash brown, from fresh",192.47,1.94,12.27,18.57
"Potato, hash brown, from fresh, with cheese",224.53,5.1,15.49,16.18
"Potato, hash brown, from dry mix",226.72000000000003,2.62,11.48,28.23
"Potato, hash brown, ready-to-heat",226.72000000000003,2.62,11.48,28.23
"Potato, hash brown, ready-to-heat, with cheese",256.79999999999995,6.04,15.2,23.96
Potato skins without topping,153.65,2.12,7.45,19.53
"Potato skins, with cheese",201.24,6.07,12.4,16.34
"Potato skins, with cheese and bacon",215.76,7.64,13.68,15.52
"Potato skins, NFS",201.24,6.07,12.4,16.34
"Potato, mashed, NFS",115.53999999999999,2.15,4.06,17.6
"Potato, mashed, from fast food",90.58,1.65,2.82,14.65
"Potato, mashed, from fast food, with gravy",81.97999999999999,1.46,2.78,12.78
"Potato, mashed, ready-to-heat",106.13,1.97,5.01,13.29
"Potato, mashed, from fresh, made with milk",115.53999999999999,2.15,4.06,17.6
"Potato, mashed, from fresh, made with milk, with cheese",146.9,4.41,7.26,15.98
"Potato, mashed, from fresh, made with milk, with gravy",101.93,1.86,3.77,15.14
"Potato, mashed, from fresh, NFS",115.53999999999999,2.15,4.06,17.6
"Potato, mashed, from restaurant",139.98000000000002,2.07,7.18,16.77
"Potato, mashed, from restaurant, with gravy",121.55,1.8,6.27,14.48
"Potato, mashed, from school lunch",78.37,2.14,1.89,13.2
"Potato, mashed, from dry mix, NFS",118.66,2.05,6.66,12.63
"Potato, mashed, from dry mix, made with milk",118.66,2.05,6.66,12.63
"Potato, mashed, from dry mix, made with milk, with cheese",149.75,4.32,9.59,11.54
"Potato, mashed, from dry mix, made with milk, with gravy",104.5,1.78,5.86,11.16
"Potato, mashed, ready-to-heat, NFS",106.13,1.97,5.01,13.29
"Potato, mashed, ready-to-heat, with cheese",138.64,4.26,8.12,12.13
"Potato, mashed, ready-to-heat, with gravy",94.41,1.72,4.53,11.69
Potato patty,170.14,3.89,11.22,13.4
"Potato tots, NFS",244.34,1.9,15.46,24.4
"Potato tots, fast food / restaurant",243.39999999999998,1.89,15.4,24.31
"Potato tots, school",167.88,2.02,9.16,19.34
"Potato tots, from fresh, fried or baked",244.34,1.9,15.46,24.4
"Potato tots, frozen, baked",195.05,2.03,9.17,26.1
"Potato tots, frozen, fried",244.34,1.9,15.46,24.4
"Potato tots, frozen, NS as to fried or baked",244.34,1.9,15.46,24.4
"Potato, baked, peel not eaten, with butter",126.33,1.9,4.13,20.39
"Potato, baked, peel not eaten, with sour cream",133.23,1.95,5.51,18.96
"Potato, baked, peel not eaten, with cheese",154.69,3.61,7.73,17.67
"Potato, baked, peel not eaten, with meat",161.32999999999998,4.27,8.33,17.32
"Potato, baked, peel not eaten, with chili",143.66,4.04,6.18,17.97
"Potato, baked, peel not eaten, with vegetables",143.78,3.68,6.3,18.09
"Potato, baked, peel eaten",95.33,2.49,0.13,21.05
"Potato, baked, peel eaten, with butter",127.12,2.41,4.16,20.01
"Potato, baked, peel eaten, with sour cream",133.98000000000002,2.41,5.54,18.62
"Potato, baked, peel eaten, with cheese",155.44,4.04,7.76,17.36
"Potato, baked, peel eaten, with meat",161.99,4.69,8.35,17.02
"Potato, baked, peel eaten, with chili",144.24,4.43,6.2,17.68
"Potato, baked, peel eaten, with vegetables",144.4,4.12,6.32,17.76
"Potato salad with egg, from restaurant",175.75,3.04,11.35,15.36
"Potato salad with egg, made with mayonnaise",157.16000000000003,1.96,9.4,16.18
"Potato salad with egg, made with light mayonnaise",111.5,2.72,4.46,15.12
"Potato salad with egg, made with mayonnaise-type salad dressing",113.56,2.77,4.32,15.9
"Potato salad with egg, made with light mayonnaise-type salad dressing",111.5,2.72,4.46,15.12
"Potato salad with egg, made with creamy dressing",142.47,2.94,7.91,14.88
"Potato salad with egg, made with light creamy dressing",103.02,2.96,3.46,15.01
"Potato salad with egg, made with Italian dressing",114.22,2.81,4.42,15.8
"Potato salad with egg, made with light Italian dressing",94.27000000000001,2.8,2.35,15.48
"Potato salad with egg, made with any type of fat free dressing",90.3,2.67,1.74,15.99
"Potato salad, German style",109.3,2.92,3.22,17.16
"Potato salad, from restaurant",179.25,1.73,11.45,17.32
"Potato salad, made with mayonnaise",169.54000000000002,1.52,11.14,15.8
"Potato salad, made with light mayonnaise",106.37,1.42,3.65,16.96
"Potato salad, made with mayonnaise-type salad dressing",108.69,1.47,3.49,17.85
"Potato salad, made with light mayonnaise-type salad dressing",106.37,1.42,3.65,16.96
"Potato salad, made with creamy dressing",141.29,1.59,7.53,16.79
"Potato salad, made with light creamy dressing",96.47000000000001,1.62,2.47,16.94
"Potato salad, made with Italian dressing",109.20000000000002,1.44,3.56,17.85
"Potato salad, made with light Italian dressing",86.48,1.44,1.2,17.48
"Potato salad, made with any type of fat free dressing",82.46,1.38,0.58,17.93
Potato pancake,196.55,4.48,10.71,20.56
Lefse (Norwegian),216.79999999999998,4.22,6.16,36.12
Stewed potatoes,115.98,1.84,3.22,19.91
Stewed potatoes with tomatoes,96.57000000000001,1.61,3.17,15.4
"Potato soup, NS as to made with milk or water",50.129999999999995,1.6,1.45,7.67
"Potato soup, cream of, prepared with milk",62.46,2.42,1.94,8.83
"Potato soup, prepared with water",37.589999999999996,0.77,0.95,6.49
Potato and cheese soup,75.36,2.74,3.36,8.54
Potato chowder,91.17,3.92,4.57,8.59
"Plantain soup, Puerto Rican style",42.15,2.33,0.47,7.15
"Plantain, cooked, no added fat",135.55,1.3,0.35,31.8
"Plantain, cooked with oil",157.68,1.26,3.24,30.87
"Ripe plantain, raw",135.91,1.3,0.35,31.89
"Plantain, cooked, fat added, NS as to fat type",154.51999999999998,1.27,2.88,30.88
"Plantain, cooked with butter or margarine",151.19,1.27,2.51,30.88
Plantain chips,530.79,2.28,29.59,63.84
"Green banana, cooked in salt water",135.55,1.3,0.35,31.8
"Green banana, fried",157.68,1.26,3.24,30.87
"Cassava, cooked",191.34,1.42,3.02,39.62
Yuca fries,269.3,1.24,13.94,34.72
"Casabe, cassava bread",299.72,2.54,0.52,71.22
"Yam, cooked, Puerto Rican",116.82,1.49,0.14,27.4
Yam buns; Puerto Rican style,303.96000000000004,3.47,19.0,29.77
"Tannier, cooked",142.94,1.57,2.94,27.55
"Celeriac, cooked",71.96000000000001,1.57,3.04,9.58
"Dasheen, cooked",142.94,1.57,2.94,27.55
"Taro, cooked",142.94,1.57,2.94,27.55
Fufu,167.18,1.5,2.98,33.59
Poi,122.22,1.61,0.22,28.45
Taro chips,505.69999999999993,2.3,24.9,68.1
"Beet greens, raw",27.29,2.2,0.13,4.33
"Beet greens, cooked",52.98,2.3,2.86,4.51
"Broccoli raab, raw",28.49,3.17,0.49,2.85
"Broccoli raab, cooked",52.58,3.2,3.14,2.88
"Chard, raw",23.96,1.8,0.2,3.74
"Chard, cooked",49.58,1.88,2.94,3.9
"Collards, raw",39.25,3.02,0.61,5.42
"Collards, fresh, cooked, no added fat",42.050000000000004,3.24,0.65,5.81
"Collards, frozen, cooked, no added fat",43.849999999999994,2.96,0.41,7.08
"Collards, canned, cooked, no added fat",19.26,1.35,0.3,2.79
"Collards, NS as to form, cooked",65.44,3.15,3.36,5.65
"Collards, fresh, cooked, fat added, NS as to fat type",65.44,3.15,3.36,5.65
"Collards, frozen, cooked, fat added, NS as to fat type",65.41,2.88,2.93,6.88
"Collards, canned, cooked, fat added, NS as to fat type",41.41,1.32,2.81,2.71
"Collards, fresh, cooked with oil",68.96,3.14,3.76,5.64
"Collards, fresh, cooked with butter or margarine",61.97,3.16,2.97,5.65
"Collards, frozen, cooked with oil",68.7,2.88,3.3,6.87
"Collards, frozen, cooked with butter or margarine",62.209999999999994,2.89,2.57,6.88
"Collards, canned, cooked with oil",44.7,1.31,3.18,2.71
"Collards, canned, cooked with butter or margarine",38.25,1.33,2.45,2.72
"Cress, raw",38.699999999999996,2.6,0.7,5.5
"Cress, cooked",64.94,2.72,3.46,5.73
"Dandelion greens, raw",53.89999999999999,2.7,0.7,9.2
"Dandelion greens, cooked",80.74000000000001,2.82,3.46,9.58
"Romaine lettuce, raw",18.270000000000003,1.36,0.15,2.87
"Caesar salad, with romaine, no dressing",76.17,4.23,3.57,6.78
"Escarole, cooked",40.79,1.12,2.71,2.98
"Greens, fresh, cooked, no added fat",41.25,2.97,0.97,5.16
"Greens, frozen, cooked, no added fat",41.07,2.92,0.71,5.75
"Greens, canned, cooked, no added fat",19.26,1.35,0.3,2.79
"Greens, NS as to form, cooked",62.239999999999995,2.89,3.4,5.02
"Greens, fresh, cooked, fat added",62.239999999999995,2.89,3.4,5.02
"Greens, frozen, cooked, fat added",62.79,2.84,3.23,5.59
"Greens, canned, cooked, fat added",41.41,1.32,2.81,2.71
"Kale, raw",42.769999999999996,2.92,1.49,4.42
"Kale, fresh, cooked, no added fat",45.88,3.13,1.6,4.74
"Kale, frozen, cooked, no added fat",43.730000000000004,2.93,1.21,5.28
"Kale, canned, cooked, no added fat",19.26,1.35,0.3,2.79
"Kale, NS as to form, cooked",69.16,3.05,4.28,4.61
"Kale, fresh, cooked, fat added",69.16,3.05,4.28,4.61
"Kale, frozen, cooked, fat added",65.35,2.85,3.71,5.14
"Kale, canned, cooked, fat added",41.41,1.32,2.81,2.71
"Lambsquarter, cooked",60.73,3.11,3.21,4.85
"Mustard cabbage, cooked",41.86,1.57,2.94,2.28
"Mustard greens, raw",33.9,2.86,0.42,4.67
"Mustard greens, fresh, cooked, no added fat",36.37,3.07,0.45,5.01
